transaction_amount,transaction_velocity,network_latency,merchant_age_days,geo_distance,device_risk,retry_count,bank_latency,hour_of_day,merchant_risk,fraud_label,routing_failure_label,reliability_failure_label
1655.58,2,167.13,395.35,42.76,0.184,0,171.45,3,0.766,0,0,0
15834.34,9,188.98,992.9,84.35,0.279,0,233.65,4,0.358,0,1,1
435.42,1,194.66,898.6,49.1,0.684,0,20.0,16,0.24,0,0,0
283.77,9,221.83,47.01,159.18,0.348,0,20.0,11,0.325,0,0,0
3958.38,3,244.97,1693.86,56.61,0.799,0,190.08,12,0.336,1,0,0
917.23,3,374.39,533.26,41.13,0.18,1,238.2,13,0.489,0,0,0
1315.22,5,125.8,202.42,269.04,0.263,0,200.93,16,0.181,0,0,0
827.86,6,20.0,3093.9,38.24,0.063,0,101.85,21,0.513,0,0,0
1394.37,8,119.93,1119.2,170.5,0.117,0,109.96,19,0.43,0,0,0
8942.21,6,379.53,767.22,0.61,0.243,0,138.13,18,0.192,0,1,1
4032.45,5,326.46,3563.76,39.93,0.208,0,138.7,6,0.465,0,0,1
4282.21,6,153.51,1130.4,17.05,0.142,0,252.11,13,0.217,0,0,1
438.68,4,204.84,103.31,25.18,0.522,1,98.35,10,0.456,0,1,0
571.83,3,20.0,3781.61,4.6,0.207,2,249.53,6,0.324,0,0,0
105.73,5,144.67,728.25,15.34,0.387,0,163.66,14,0.482,0,1,0
804.82,6,154.05,284.69,42.16,0.217,0,134.91,12,0.613,0,0,0
4706.52,6,339.77,1360.89,63.88,0.117,2,236.19,4,0.254,0,1,1
3031.91,7,228.21,39.28,120.58,0.116,1,70.47,13,0.238,0,0,0
1448.79,4,118.17,849.9,13.18,0.575,1,188.65,2,0.296,0,0,0
1768.17,5,79.31,138.79,79.34,0.546,1,143.44,14,0.297,0,0,0
907.88,8,349.76,73.29,1.24,0.664,0,181.29,0,0.274,0,0,0
2218.88,2,231.37,349.54,112.13,0.238,2,180.26,21,0.123,0,0,0
3888.89,10,132.04,352.5,45.16,0.31,0,154.93,21,0.246,0,0,1
359.28,6,365.91,734.09,93.46,0.051,1,165.59,7,0.092,0,0,0
2439.74,5,337.27,666.73,14.73,0.548,2,20.0,19,0.117,0,0,1
4593.67,5,187.98,931.67,23.34,0.282,0,286.16,13,0.306,0,0,1
1193.8,5,103.3,153.03,5.11,0.079,0,190.42,1,0.136,0,0,0
3643.5,1,423.05,1637.51,4.11,0.131,4,236.46,6,0.468,0,0,1
30171.54,3,322.39,1565.35,87.57,0.187,0,216.93,14,0.06,0,1,1
1628.9,8,230.93,194.96,17.62,0.23,1,221.07,12,0.218,0,0,0
2679.29,3,99.93,513.32,21.74,0.42,1,171.25,18,0.713,1,0,1
864.32,5,300.01,535.57,37.81,0.083,0,336.02,7,0.146,0,1,0
2167.33,4,123.52,2033.06,55.54,0.119,0,203.12,0,0.409,0,0,0
2864.85,2,322.02,1888.33,2.39,0.425,1,61.18,23,0.28,0,0,1
2196.99,10,308.81,55.88,42.69,0.232,0,179.4,14,0.624,0,1,0
652.17,3,163.04,2536.64,47.09,0.258,1,202.75,7,0.453,0,0,0
2222.44,7,309.28,56.82,94.98,0.17,0,171.29,19,0.265,0,0,0
7802.47,10,190.12,638.05,8.4,0.16,2,230.91,13,0.783,0,1,1
2831.71,3,368.75,298.7,29.92,0.151,1,182.95,5,0.221,0,0,1
4731.45,2,189.51,396.05,32.14,0.369,1,268.08,2,0.789,0,1,1
1426.51,3,331.53,788.33,94.05,0.245,0,222.51,5,0.296,0,0,1
3827.24,5,559.33,701.3,22.51,0.401,1,70.19,0,0.652,0,1,1
2390.52,9,151.85,146.65,4.23,0.519,0,101.38,16,0.4,0,0,1
698.61,3,83.16,2799.45,45.97,0.291,1,223.19,22,0.102,0,1,0
2486.23,5,256.25,23.29,54.23,0.762,1,131.0,14,0.088,0,0,1
670.69,4,308.51,336.52,43.66,0.761,0,254.08,20,0.443,0,0,1
960.18,5,143.62,1293.09,33.65,0.146,0,163.37,19,0.266,0,1,0
2184.91,7,235.98,1522.71,11.99,0.163,2,175.87,17,0.297,0,1,0
2433.89,7,152.56,1276.78,38.68,0.249,2,167.78,1,0.272,0,0,0
550.47,4,63.65,372.81,1.84,0.426,1,159.94,4,0.619,0,0,0
5187.39,8,278.12,895.22,41.82,0.523,0,76.06,9,0.189,0,0,1
3203.52,7,246.71,1156.16,33.58,0.513,0,85.56,7,0.235,0,0,1
893.61,6,118.89,690.11,152.48,0.459,1,226.17,18,0.096,0,1,0
388.55,9,142.7,909.1,19.28,0.329,0,82.01,0,0.331,0,0,0
1564.15,7,202.38,645.28,1.1,0.126,3,230.54,1,0.321,0,0,0
1157.54,3,232.38,45.21,71.38,0.251,0,194.16,20,0.177,0,0,0
2024.63,2,74.35,255.38,9.18,0.293,1,148.06,14,0.186,0,0,0
1257.5,5,166.04,970.28,39.31,0.114,1,123.7,22,0.423,0,0,0
242.87,11,382.58,221.17,12.09,0.446,2,250.86,10,0.422,0,1,0
1226.17,1,318.48,486.26,38.76,0.304,0,215.94,2,0.418,0,0,0
1331.93,5,205.79,611.91,43.49,0.372,1,141.95,23,0.42,0,1,0
3407.25,7,379.1,889.29,54.19,0.14,1,183.06,18,0.455,0,1,1
899.47,8,223.99,239.96,23.34,0.435,1,160.5,15,0.573,0,1,0
9688.3,3,202.8,723.52,3.15,0.11,0,165.35,5,0.082,0,0,1
267.3,9,278.06,726.08,45.43,0.092,2,392.79,13,0.297,0,0,0
6708.75,7,270.5,1491.59,99.95,0.118,0,229.48,4,0.52,0,1,1
1444.73,3,411.2,642.45,37.27,0.521,1,291.58,12,0.42,0,1,1
4270.92,10,120.38,279.73,14.4,0.465,1,162.11,19,0.223,0,0,1
1958.24,6,331.93,591.69,26.68,0.275,1,20.0,16,0.357,0,0,0
5650.82,4,216.69,90.78,38.85,0.025,1,160.01,8,0.29,0,0,1
1227.38,1,90.92,748.68,4.59,0.165,0,188.86,10,0.031,0,0,0
602.68,8,287.44,1982.8,41.98,0.368,0,154.41,3,0.351,0,0,0
7483.86,5,195.97,603.7,5.79,0.284,2,200.17,19,0.555,0,0,1
1614.08,7,403.43,276.44,9.79,0.325,1,179.67,0,0.348,0,0,0
2256.47,3,148.06,416.06,24.96,0.434,1,175.55,2,0.084,0,0,1
6215.19,5,173.09,1857.07,80.31,0.411,1,256.59,9,0.406,0,0,1
644.22,3,261.76,1341.6,86.81,0.344,1,220.84,15,0.43,0,1,0
3279.65,5,38.83,1300.35,16.61,0.08,3,135.71,8,0.373,0,0,1
1002.35,6,368.51,664.24,38.61,0.593,2,385.51,4,0.341,1,1,1
1584.19,8,383.1,403.89,4.92,0.553,1,263.95,3,0.309,0,1,0
1943.56,3,329.95,113.65,303.88,0.155,1,272.55,2,0.054,0,0,0
403.34,4,263.94,2971.0,53.06,0.394,4,165.82,13,0.137,0,0,0
829.78,6,321.93,157.89,12.69,0.184,1,261.29,15,0.355,0,0,0
6981.88,4,279.48,232.41,114.98,0.231,1,208.9,8,0.492,0,0,1
4386.08,5,351.32,1156.03,21.52,0.62,1,139.68,23,0.078,0,0,1
1698.26,11,460.82,345.55,16.1,0.047,0,163.35,17,0.153,0,0,0
2305.66,2,235.42,701.4,17.65,0.095,3,135.28,18,0.046,0,0,0
1347.16,11,216.93,1147.18,33.28,0.358,0,304.18,10,0.234,0,0,0
7020.46,7,226.61,649.76,1.7,0.12,0,185.19,9,0.464,0,1,1
1479.78,7,105.41,539.8,52.7,0.369,2,152.58,23,0.026,0,0,0
2279.8,6,260.89,41.63,147.59,0.6,1,162.6,15,0.5,0,1,0
5687.52,5,55.75,535.01,84.51,0.258,1,234.48,14,0.455,0,0,1
831.0,5,393.49,485.61,83.32,0.204,0,77.87,7,0.398,0,1,0
8593.74,4,404.0,1699.63,74.37,0.058,0,126.22,16,0.326,0,0,1
391.33,5,146.2,474.49,22.06,0.385,1,259.85,9,0.78,0,0,0
9224.72,3,120.94,795.28,10.56,0.303,0,199.9,0,0.358,0,0,1
1245.54,3,355.33,1188.83,18.87,0.271,2,163.78,15,0.154,0,0,0
1418.42,4,65.13,504.46,9.49,0.699,1,304.33,16,0.343,0,0,1
273.14,5,139.96,241.81,95.17,0.234,0,257.42,6,0.373,0,0,0
1147.34,3,121.72,1795.1,27.33,0.184,0,249.99,7,0.47,0,0,0
639.18,7,292.64,1806.99,83.56,0.152,2,96.02,20,0.401,0,1,0
984.72,3,294.37,1840.75,17.15,0.253,1,143.55,10,0.162,0,0,0
1576.07,8,273.03,254.82,7.76,0.108,0,126.3,14,0.734,0,0,0
4711.64,8,229.42,303.21,102.24,0.448,5,194.42,5,0.136,0,0,1
2225.2,6,320.47,2008.64,80.2,0.203,1,277.28,9,0.56,0,1,0
2459.41,7,246.96,107.54,40.61,0.17,0,276.15,21,0.319,0,1,0
604.55,7,423.87,853.41,6.58,0.221,0,181.59,7,0.074,0,1,0
749.38,6,360.01,276.61,20.5,0.199,0,173.87,3,0.431,0,1,0
10924.08,5,147.41,1022.11,2.96,0.312,0,248.01,8,0.315,0,0,1
866.79,8,197.35,1435.0,114.24,0.065,1,155.57,17,0.263,0,0,0
9473.07,4,215.49,419.55,13.74,0.643,1,164.2,12,0.262,0,0,1
1417.91,5,124.42,131.11,37.04,0.129,0,155.87,10,0.764,0,0,0
1812.18,4,370.95,1054.12,142.24,0.179,1,284.59,15,0.127,0,0,0
5273.05,6,334.52,45.87,48.79,0.189,1,159.2,19,0.359,0,0,1
6450.37,4,206.96,12.08,48.78,0.44,0,148.22,18,0.118,0,0,1
1618.39,1,295.54,1677.69,89.44,0.115,1,217.49,20,0.221,0,1,0
1226.3,6,187.33,1357.77,59.11,0.187,0,362.29,7,0.298,0,0,1
1709.71,7,353.23,697.73,33.25,0.243,2,179.2,3,0.33,0,1,0
2535.02,7,220.11,875.8,6.52,0.599,1,225.17,20,0.452,0,1,1
4408.56,8,20.0,2439.37,34.33,0.31,2,167.98,10,0.791,0,0,1
1815.71,6,87.47,51.86,10.04,0.046,1,105.71,22,0.52,0,0,0
3357.28,8,393.2,195.28,33.85,0.173,2,148.37,0,0.133,0,0,1
9305.49,10,220.26,1045.11,1.11,0.125,1,129.81,7,0.569,0,1,1
2647.34,1,285.76,245.26,21.73,0.199,2,274.6,19,0.639,0,0,0
2469.21,4,222.41,185.81,2.84,0.196,2,232.29,11,0.4,0,1,1
395.87,5,69.64,467.01,7.87,0.136,1,240.24,15,0.13,0,0,0
130.23,6,111.05,1029.01,59.36,0.095,1,173.38,19,0.615,0,1,0
2666.11,5,370.88,189.11,187.13,0.202,0,78.33,15,0.296,0,0,1
1644.47,8,365.54,449.06,41.59,0.535,2,186.87,8,0.225,0,1,0
1080.54,4,77.31,585.21,9.29,0.168,0,53.47,10,0.197,0,0,0
2306.6,3,385.67,151.21,23.62,0.129,1,20.0,8,0.229,0,0,0
1702.06,4,182.02,518.21,13.35,0.063,1,172.97,17,0.222,0,0,0
5584.67,6,266.83,1607.19,2.45,0.387,2,34.69,22,0.328,0,0,1
1970.63,2,242.62,1096.54,122.13,0.436,1,283.94,10,0.22,0,0,0
856.69,5,321.03,560.05,39.06,0.285,0,281.85,16,0.275,0,0,0
4866.68,6,343.79,107.08,8.06,0.499,1,183.06,6,0.262,0,0,1
1455.16,2,199.17,18.91,68.47,0.286,1,116.77,15,0.132,0,0,0
3061.12,9,376.12,55.69,9.39,0.349,3,249.56,12,0.569,0,0,1
1121.69,3,410.7,1109.73,11.57,0.316,0,405.77,12,0.408,0,0,0
944.04,4,290.51,974.92,46.01,0.148,2,147.44,11,0.289,0,0,0
1966.81,7,121.64,1096.54,27.8,0.384,1,278.9,4,0.253,0,0,0
1831.39,3,301.28,293.62,112.56,0.394,2,106.19,2,0.301,0,0,0
2921.43,2,187.65,75.38,45.4,0.31,1,252.98,16,0.097,0,0,1
1382.09,4,206.09,1002.34,10.07,0.197,1,222.53,8,0.702,0,0,0
288.2,3,137.52,2045.63,32.19,0.247,1,122.15,0,0.307,0,0,0
1172.89,4,417.64,481.46,64.87,0.179,1,235.73,17,0.294,0,1,0
3999.08,5,237.22,1156.21,45.83,0.591,0,159.02,3,0.252,0,1,1
1342.95,4,410.48,1041.78,19.37,0.332,2,243.37,20,0.54,0,1,0
1413.21,7,335.92,1537.63,24.42,0.247,0,196.34,23,0.177,0,0,0
4848.27,6,154.35,23.03,54.77,0.326,3,233.04,4,0.133,0,0,1
887.16,3,156.79,2486.31,36.59,0.249,1,159.5,8,0.712,0,0,0
386.53,10,228.87,1604.1,3.83,0.374,0,101.99,19,0.421,1,1,0
1539.74,2,244.76,1673.08,39.78,0.425,0,261.75,23,0.435,0,0,1
1114.13,5,198.68,4491.04,30.33,0.293,2,130.67,1,0.474,0,1,1
687.98,2,380.53,816.16,84.35,0.32,0,342.34,15,0.087,0,0,0
1517.2,3,260.07,68.16,5.96,0.281,1,93.71,1,0.45,0,0,0
2955.74,3,282.13,1384.36,0.05,0.064,0,261.86,19,0.463,0,1,0
1791.33,3,120.6,115.91,85.95,0.359,0,295.3,13,0.153,0,0,0
2457.7,5,34.82,1071.2,11.86,0.225,1,155.46,23,0.514,0,0,0
11085.66,4,354.02,441.35,1.6,0.498,1,186.5,12,0.424,1,1,1
1283.21,4,129.95,5.31,12.49,0.097,0,293.86,22,0.381,0,1,0
2388.33,3,216.06,457.85,108.58,0.089,1,147.6,12,0.315,0,0,0
1086.58,3,239.55,1274.32,9.39,0.469,0,98.2,11,0.14,0,0,0
775.6,3,265.1,73.17,19.28,0.403,2,262.81,1,0.369,0,0,0
1007.36,9,190.28,1.77,47.16,0.452,3,230.16,23,0.386,0,1,0
1120.18,2,150.01,482.3,9.89,0.195,3,34.7,13,0.139,0,0,0
2590.16,5,186.76,1.2,51.8,0.368,1,216.22,4,0.359,0,0,0
18940.84,4,42.83,2183.49,61.32,0.417,0,279.62,13,0.564,0,0,1
883.56,2,298.96,1393.75,13.14,0.227,1,327.98,6,0.29,0,0,1
1191.98,2,312.11,795.66,5.06,0.522,1,199.32,18,0.209,0,0,1
1697.44,7,299.04,13.98,25.71,0.044,2,205.15,16,0.313,0,0,1
2685.97,9,262.06,674.85,59.97,0.084,1,334.58,3,0.462,0,1,1
2353.25,7,378.89,889.57,83.97,0.16,0,161.45,15,0.231,0,1,1
6529.57,2,391.41,708.31,1.87,0.515,2,197.62,6,0.283,0,0,1
159.75,3,373.48,2348.33,38.46,0.342,1,83.54,2,0.404,0,0,0
166.18,4,241.8,1423.91,14.88,0.249,0,169.03,10,0.253,0,0,0
1101.16,7,233.16,363.42,26.9,0.252,1,148.67,22,0.024,0,0,0
5417.01,7,257.32,949.43,37.62,0.092,3,145.02,16,0.167,0,1,1
377.8,5,170.13,494.65,66.45,0.241,1,141.04,11,0.464,0,0,0
89.33,2,270.83,2108.75,2.03,0.072,1,118.95,21,0.272,0,1,0
3200.87,5,256.54,770.13,9.34,0.122,0,291.83,19,0.419,0,1,1
2306.89,5,355.6,697.95,47.9,0.183,0,167.28,20,0.465,0,0,0
607.77,5,414.84,555.63,29.07,0.158,1,132.27,12,0.152,0,0,0
674.83,5,281.71,379.52,11.78,0.217,1,166.06,3,0.495,0,0,0
685.57,8,330.48,128.19,3.36,0.548,1,376.55,13,0.29,0,0,0
2019.36,3,248.47,256.09,123.13,0.372,0,276.0,23,0.389,0,0,0
966.5,5,341.62,323.37,22.54,0.231,1,20.0,2,0.134,0,0,0
2963.32,2,351.61,133.81,26.43,0.382,1,177.05,21,0.19,0,0,1
104.1,6,418.56,1340.09,2.52,0.438,0,28.23,13,0.201,0,0,0
767.51,4,20.0,1.78,67.08,0.372,0,213.6,17,0.149,0,0,0
586.37,11,318.74,1979.38,242.51,0.189,2,261.33,1,0.162,0,0,0
1399.2,8,217.85,109.83,191.52,0.173,0,171.61,4,0.413,0,0,0
1055.69,4,306.46,41.85,18.64,0.294,0,323.96,16,0.548,0,1,0
4015.21,4,309.51,4269.18,162.39,0.606,1,258.51,12,0.487,1,1,1
281.65,5,154.42,5000.0,26.18,0.239,1,20.0,5,0.02,0,0,0
1892.19,5,49.19,170.31,24.49,0.351,2,240.0,5,0.064,0,0,0
3160.03,4,289.42,114.91,89.09,0.492,1,123.92,20,0.064,0,0,1
11575.52,8,202.54,176.29,78.46,0.075,1,239.49,8,0.243,0,0,1
1116.81,7,332.21,572.84,32.21,0.376,0,232.69,12,0.682,0,0,0
2501.03,7,229.65,309.92,29.66,0.287,1,76.26,12,0.477,0,0,1
297.72,2,337.96,328.02,172.81,0.174,4,71.17,13,0.097,0,1,0
165.35,6,289.85,1326.78,26.26,0.275,1,198.54,16,0.234,0,1,0
4208.13,7,79.86,1767.24,98.92,0.112,0,101.96,22,0.194,0,0,0
1798.02,3,251.1,2800.75,68.61,0.62,1,88.5,3,0.119,0,0,0
5875.3,5,249.97,578.45,5.65,0.182,0,178.47,11,0.545,0,1,1
457.88,3,210.84,226.04,8.66,0.089,1,151.43,12,0.762,0,1,0
3040.88,5,316.46,647.6,1.91,0.154,1,157.17,5,0.636,1,1,1
11717.26,5,144.48,1638.67,1.79,0.06,3,88.76,18,0.104,0,1,1
2750.96,6,434.9,25.12,46.37,0.148,2,217.78,22,0.036,0,0,1
2384.11,2,84.66,1937.48,4.01,0.802,2,165.71,19,0.218,0,0,0
1823.58,9,81.34,205.51,7.32,0.446,1,354.9,8,0.931,0,1,0
375.82,9,320.4,297.44,14.01,0.097,2,157.07,3,0.551,1,1,0
7013.37,4,508.08,362.11,40.3,0.123,1,124.25,8,0.152,0,0,1
981.56,4,175.28,1960.51,13.0,0.127,4,116.52,12,0.232,0,0,1
2994.35,2,304.92,154.86,25.2,0.359,0,194.84,19,0.354,0,0,0
378.78,3,380.14,201.86,21.8,0.234,1,319.29,10,0.681,0,1,0
555.87,10,223.07,1050.74,25.23,0.217,0,189.55,10,0.227,0,1,0
7593.8,9,187.19,2182.86,132.27,0.375,0,183.05,0,0.247,0,0,1
1277.55,8,404.53,88.51,174.83,0.177,0,203.28,9,0.285,0,0,0
7733.18,6,290.68,590.93,3.76,0.245,0,53.65,16,0.054,0,0,1
1671.99,3,316.21,1967.02,5.86,0.135,4,228.88,16,0.165,0,0,0
286.6,6,98.62,1737.87,2.81,0.067,0,107.76,5,0.014,0,0,0
4411.93,8,303.21,2372.29,24.52,0.421,2,118.85,21,0.32,0,1,1
1002.36,5,364.9,1859.09,95.23,0.299,2,273.89,4,0.061,0,0,0
3636.18,5,308.56,302.32,80.43,0.238,2,176.06,23,0.287,0,1,0
1854.2,2,313.33,186.57,21.91,0.529,0,317.47,4,0.266,0,0,1
386.4,3,444.52,1853.95,69.46,0.321,0,20.0,17,0.256,0,0,0
2130.89,8,317.66,995.71,193.12,0.201,1,164.01,12,0.239,0,0,0
16256.09,11,392.72,380.52,10.78,0.488,1,217.98,11,0.41,0,0,1
2960.12,4,345.56,998.44,166.05,0.359,0,170.61,15,0.512,0,0,1
1706.98,5,182.82,293.6,73.66,0.283,0,299.22,4,0.111,0,0,0
5299.37,4,280.87,696.57,6.09,0.312,1,99.88,17,0.288,0,0,1
2232.03,3,319.53,212.56,79.12,0.157,0,220.24,21,0.502,0,1,1
2229.5,3,20.0,659.96,5.39,0.236,1,281.71,6,0.497,0,0,0
606.91,5,272.63,2052.84,1.51,0.072,0,121.63,18,0.251,0,0,0
2284.38,4,395.16,1180.76,72.32,0.137,1,20.0,14,0.383,0,0,0
5092.09,5,139.49,853.84,112.68,0.064,1,166.14,5,0.576,0,1,1
783.63,5,118.41,225.9,25.57,0.141,1,182.05,12,0.322,0,0,0
7513.79,2,291.08,52.37,1.22,0.046,3,332.05,4,0.161,0,0,1
1649.61,1,112.4,991.87,45.51,0.261,1,294.16,23,0.194,0,1,0
744.14,1,386.03,686.6,13.28,0.196,0,228.19,6,0.257,0,0,0
4903.14,1,188.18,191.22,39.24,0.622,0,156.95,12,0.222,0,0,1
1357.24,4,331.36,2183.75,19.13,0.28,1,58.33,3,0.506,1,0,0
3864.22,7,140.54,642.4,48.69,0.343,0,194.51,22,0.12,0,1,1
1350.52,2,492.3,678.64,15.08,0.131,0,206.92,5,0.497,0,0,1
1703.05,2,514.99,283.92,8.03,0.163,1,239.66,4,0.633,0,1,1
2961.82,7,385.29,1692.12,69.8,0.642,1,283.23,9,0.782,0,1,0
2418.49,1,168.06,1776.0,38.7,0.309,0,192.98,21,0.352,0,0,0
245.79,6,241.63,1004.63,19.09,0.123,1,341.63,8,0.237,0,0,0
589.19,7,20.0,83.64,49.43,0.299,0,219.78,16,0.19,0,0,0
4579.8,3,406.74,70.53,16.93,0.126,0,198.96,16,0.095,0,0,1
1584.25,5,264.12,506.97,22.73,0.363,0,52.73,20,0.522,0,0,0
1070.91,7,239.31,122.62,23.57,0.259,0,183.76,11,0.539,0,0,0
464.72,6,141.76,322.68,12.84,0.26,0,243.08,1,0.23,0,0,0
614.17,11,368.33,150.36,29.07,0.385,0,275.04,16,0.362,0,0,0
239.42,4,314.67,296.98,84.44,0.407,1,303.48,23,0.541,0,1,0
1633.89,9,255.44,2290.54,176.97,0.112,1,158.56,7,0.159,0,1,0
993.83,9,301.62,1119.87,12.39,0.031,0,168.72,5,0.256,0,0,0
687.74,7,481.78,119.08,139.71,0.113,0,264.26,20,0.163,0,0,0
1688.97,5,140.81,884.31,16.28,0.482,0,136.39,4,0.244,0,0,0
2601.83,3,99.05,24.79,31.74,0.426,1,181.84,13,0.233,0,0,0
14664.69,4,156.29,3289.6,5.3,0.17,3,233.98,10,0.605,0,1,1
398.66,6,394.23,606.91,46.83,0.403,0,102.75,4,0.427,0,1,0
5763.97,4,283.6,563.23,35.75,0.183,0,41.59,6,0.423,0,0,1
4784.33,4,157.52,219.9,56.8,0.08,1,94.96,13,0.544,0,0,1
829.57,7,313.22,489.75,45.87,0.163,0,194.28,6,0.363,0,0,0
2215.51,2,190.41,597.64,199.28,0.066,3,153.25,4,0.522,0,0,1
1144.09,2,270.93,858.82,73.52,0.661,0,151.67,21,0.32,0,0,0
2176.97,5,306.9,37.6,168.32,0.477,0,93.84,18,0.39,0,0,0
8177.41,5,176.98,335.05,37.28,0.391,2,225.64,2,0.415,0,1,1
3312.99,3,32.09,391.51,16.52,0.129,0,75.18,16,0.243,0,0,1
3006.73,4,278.99,129.22,37.96,0.148,0,63.38,1,0.335,0,0,0
1175.78,6,226.74,219.32,31.44,0.163,3,188.16,15,0.1,0,1,0
409.91,4,175.64,216.05,27.86,0.531,0,178.4,9,0.514,0,0,0
1467.82,1,279.63,1330.17,25.63,0.247,0,93.95,0,0.501,0,0,0
6042.71,2,324.73,929.81,83.39,0.197,0,88.67,21,0.226,0,0,1
392.62,3,20.0,2048.55,67.57,0.46,0,182.85,21,0.27,0,0,0
629.49,9,262.85,296.73,51.62,0.402,2,199.17,9,0.287,0,0,0
2051.38,3,235.89,1707.37,51.79,0.126,0,177.83,13,0.502,0,0,0
675.43,5,205.1,1594.92,23.41,0.135,0,296.59,19,0.29,0,0,0
818.5,3,328.2,475.31,28.84,0.282,1,100.99,7,0.195,0,1,0
1183.7,2,25.82,794.81,8.28,0.153,0,78.28,18,0.361,0,0,0
461.45,5,20.0,728.95,43.25,0.093,0,123.6,16,0.711,0,0,0
682.58,6,56.36,294.34,7.55,0.132,1,306.18,1,0.428,0,1,0
3653.45,4,335.11,243.13,123.44,0.239,1,302.13,14,0.575,0,0,1
489.13,9,192.52,148.06,26.86,0.132,0,123.85,9,0.375,0,0,0
365.82,10,220.47,1454.48,2.18,0.059,0,52.19,2,0.252,0,0,0
962.92,5,454.51,610.05,0.09,0.23,0,236.31,22,0.424,0,0,0
3759.18,5,301.99,330.43,56.4,0.16,1,153.73,20,0.461,0,1,1
1484.86,3,372.27,570.67,47.28,0.119,0,265.03,12,0.493,0,0,0
1136.17,6,241.96,67.22,73.54,0.169,0,205.0,13,0.323,0,0,0
1890.05,6,20.0,89.62,69.19,0.338,2,152.23,18,0.579,0,0,0
315.54,3,223.0,1139.54,0.15,0.242,2,178.41,8,0.487,0,1,0
2965.22,5,150.38,1852.08,9.14,0.392,0,227.56,23,0.419,0,1,1
2652.97,7,153.29,308.85,19.72,0.245,0,125.94,19,0.391,0,0,0
1200.74,6,296.96,420.99,3.18,0.621,0,204.6,12,0.235,0,0,0
4943.97,7,20.0,374.37,9.81,0.549,0,158.2,18,0.485,1,0,1
585.52,3,166.28,521.67,43.55,0.29,0,105.55,14,0.469,0,0,0
5585.39,7,197.08,427.52,30.54,0.205,0,131.33,8,0.203,0,0,1
2110.11,5,327.42,390.52,98.5,0.368,2,208.86,8,0.468,1,1,1
1291.36,8,499.67,862.92,12.67,0.244,0,108.58,0,0.454,0,0,1
1772.46,8,20.0,254.09,38.32,0.264,1,196.47,15,0.294,0,0,0
1624.14,7,261.82,2286.64,98.91,0.13,1,263.03,10,0.416,0,1,0
6125.91,6,208.72,295.09,3.12,0.176,1,20.0,20,0.248,0,0,1
616.05,6,279.73,193.23,102.04,0.381,0,67.98,23,0.511,0,0,0
843.43,6,563.58,2857.77,21.08,0.328,2,241.0,5,0.468,0,1,1
5096.47,12,81.42,207.85,98.13,0.399,0,169.35,16,0.224,0,0,1
996.72,5,177.83,615.46,57.25,0.122,0,202.08,20,0.219,0,0,0
4449.44,7,403.02,319.09,55.86,0.06,0,189.2,6,0.505,0,1,1
9891.55,4,303.19,64.51,2.46,0.279,2,211.96,1,0.389,0,1,1
1209.79,6,345.52,2444.6,141.67,0.066,2,239.43,20,0.156,0,0,0
3573.72,6,198.27,375.06,28.2,0.14,0,246.7,14,0.527,0,0,0
570.38,6,366.4,828.1,5.74,0.289,2,161.72,4,0.322,0,0,0
3845.79,2,357.54,1585.87,72.8,0.451,1,240.78,14,0.301,0,0,1
2207.08,4,292.54,644.13,100.8,0.328,1,200.55,23,0.308,0,0,1
2901.66,4,487.39,998.21,132.6,0.257,1,121.28,19,0.396,0,0,1
948.07,2,282.62,1228.23,35.3,0.123,1,167.59,16,0.14,0,0,0
343.41,6,301.03,384.42,25.86,0.248,1,259.44,19,0.253,0,0,0
2990.67,6,197.06,792.76,43.79,0.094,1,119.72,12,0.345,0,0,0
229.66,2,302.79,184.5,17.61,0.22,1,306.29,6,0.054,0,0,0
1316.39,5,284.95,45.54,24.95,0.307,0,191.42,7,0.221,0,0,1
4634.03,4,330.44,3457.54,38.72,0.414,2,264.97,6,0.274,0,1,1
2190.53,4,294.85,77.74,86.98,0.477,1,203.94,13,0.156,0,0,1
12687.12,5,296.57,447.9,96.02,0.319,2,133.8,15,0.452,0,0,1
5039.74,8,199.85,55.83,7.03,0.305,1,105.09,23,0.539,0,0,1
940.21,5,331.51,2048.04,7.19,0.011,1,139.98,21,0.304,0,0,0
1858.11,5,272.02,92.5,10.18,0.177,1,278.8,2,0.108,0,0,1
1724.39,6,211.01,1235.32,45.36,0.299,2,284.73,4,0.323,0,1,0
371.6,4,155.98,1006.32,11.33,0.294,3,69.5,14,0.055,0,0,0
705.99,8,350.46,36.87,47.41,0.305,1,64.17,14,0.479,0,0,0
1031.98,4,349.82,1022.01,64.62,0.432,0,205.81,10,0.271,0,0,0
235.99,3,236.13,2787.06,97.78,0.24,0,168.53,5,0.29,0,0,0
1895.98,9,96.69,588.86,100.99,0.209,0,47.5,0,0.108,0,0,0
1409.41,6,429.16,273.43,12.08,0.074,1,363.07,13,0.403,0,0,0
339.38,1,408.97,629.92,18.71,0.203,1,213.15,3,0.278,0,0,0
2708.67,6,536.94,103.18,10.02,0.257,0,249.26,10,0.331,0,1,1
3699.2,6,24.83,2498.17,57.05,0.174,2,240.68,12,0.455,0,0,1
2268.86,2,216.85,363.72,58.05,0.215,0,159.56,2,0.276,0,0,0
1307.58,6,161.62,488.52,0.2,0.462,3,220.71,20,0.265,0,0,0
